book,chapter,verse,spanish,nasa_yuwe
MAT,14,28,"“Señor, si eres tú realmente, haz que yo llegue donde tu estás, caminando también sobre el agua”, respondió Pedro.","Pedro we'weçxa' na'jĩk: —Adxthu jĩ'g na' txãa dxihçxa', adxwa txã'wẽy ĩkh kajkwesu çxidaçxáa yujxa' ãjakahn mkaah jĩte',"
MAT,14,29,"“Ven”, le dijo Jesús. Entonces Pedro salió de la barca y caminó sobre el agua hacia Jesús.","Jesusa': —Txã'wẽçxa' myuh jĩnak we'we. Aça' Pedro' barkojũ sa'jçxa, Jesus tasxte pa'j u'jya' u'jweçku yu' ĩkh kajkwesu."
MAT,14,30,"Pero cuando vio cuán fuerte soplaba el viento, se asustó y comenzó a hundirse. “¡Señor! ¡Sálvame!”, gritaba.","Nawa wejxa seena' çxhãçxha ũste', ũukhku. Sa' txã'wẽ ũukhpa'gaçxáa ĩkh dxiikhẽ khẽjeççxa', susku we'we: —Meen nwe'we jĩçpkaçxha',"
MAT,14,31,"De inmediato Jesús se extendió y lo tomó, y le dijo: “Tienes tan poca confianza en mi. ¿Por qué dudaste?”","Jesusa' pu'kisçxa na'jĩk: —¿Kĩjxa'ga Dxusa's yu' yajkxmée, ũukhwa'jçxá's yajkx? jĩçxa',"
MAT,14,32,"Y cuando entraron a la barca, el viento dejó de soplar.","Jesusa' barkote Pedro yakh khẽjeçpkaçxha', wejxaa wala' jxuka yujuk."
MAT,14,33,"Y los que estaban en la barca lo adoraban, diciendo: “¡Realmente eres el Hijo de Dios!”","Aça' barkote ũssa' Jesus tasxte peejxũkweçxa na'wẽtx we'we: —Isa, idxa' Dxus Nçxi'k yuh yu'ga jĩtx. Genesarettewe'sxtxi Jesus nuykatxhini (Mr 6.53-56)"
MAT,14,34,"Después de cruzar el lago, llegaron a Genesaret.","Ĩkhuy ktejkaçxa', Genesaret kiwete pa'jtx."
MAT,14,35,"Cuando la gente de allí se dio cuenta de que era Jesús, lo hicieron saber a todos en la región. Entonces trajeron ante Jesús a todos los que estaban enfermos,","Aça' kxsũ nasa' Jesus pa'jni's jiyuçxa txãa kiwesu nasatx jxuka pta'sxte', nasa' ãça'satx jxuka Jesus tasxte nuypa'jtx,"
MAT,14,36,y le imploraban que dejara que los enfermos tan solo tocasen su manto. Todos los que lo tocaban eran sanados. < 14 >,"na'jĩna pxthaa we'wena: —Iidx atxh vxiçteçxáawa makhya'dxi'j jĩçxa, txã'wẽ jxa'dxsa' jxuka katxhiçxatx neeyũ'. < 14 >"
MAT,15,1,Entonces algunos fariseos y maestros religiosos de Jerusalén vinieron a Jesús y le preguntaron:,"Fxariseowe'sx vxite' ley kaapiya'jsa txãawe'sxa' Jerusalen çxhabu pa'jçxa', maaíi yu' na'jĩnatx Jesus tasxte utxáa:"
MAT,15,2,“¿Por qué tus discípulos quebrantan la tradición de nuestros antepasados al no lavar sus manos antes de comer?”,"—Idx yakh u'jusawe'sxa' ¿kĩh yũuçxata yaçgawe'sx kaapiya'jnitxi' kxtey yu'çmée, txã'wẽ kusekhẽ yu' kaahmée ũ'wé'?"
MAT,15,3,“¿Por qué ustedes quebrantan el mandamiento por causa de su tradición?” respondió Jesús.,"Txã'jĩte', Jesuswa pẽjxku na'jĩna: —I'kwe'sxwa ¿kĩh yũuçxakwe i'kwe'sx yaçgawe'sx kaapiya'jniçxá's nwẽese'jçxa' Dxus jxkaahni yu'sa' kxtey yu'çmée?"
MAT,15,4,"“Pues Dios dijo: ‘Honra a tu padre y a tu madre’, y ‘Cualquiera que maldice a su padre o a su madre debe ser condenado a muerte’.",Dxusa' na'wẽk jxkaaja': Iidx tata iidx mama txãawe'sxtxi' peeygãhna pu'çxwa'ja'. Aça' txã'wẽ yũumée neywe'sxtxi açewe'wesa' uu ena's ji'phuna jĩ'k.
MAT,15,5,"Pero ustedes dicen que si alguno le dice su padre o a su madre ‘todo lo que yo deba darles a ustedes ahora lo doy como ofrenda a Dios,’ entonces",Nawa i'kwe'sxa' yaçga kaapiya'jniçxá's nwẽese'jçxa Dxus jxkaahni yu'sa' kxtey yuumée ũsi'kwe.
MAT,15,6,no tiene que honrar a su padre. De esta manera ustedes han anulado la palabra de Dios por causa de sus tradiciones.,"I'kwe'sx yaçgawe'sxa' na'wẽtx kaapiya'ja': Maa nasawa neywe'sxtxi peeygãhna pu'çxmée, adx ji'phuni i'kwe'sxtxi pu'çxwa'ja's Dxusna dukhe'nja jĩna we'weçxaçxáa, neywe'sxtxi' pu'çxmeetewa ewa' jĩ'tx."
MAT,15,7,¡Ustedes son unos hipócritas! Bien los describió Isaías cuando profetizó:,"Yuwejuçxáa ew we'weçxa', ũuste yu' ewmeeçxáa yaakxsai'kwe, aça' Dxus yuwe pta'sxsa Isaiasa' isa yuh Dxus we'weni's na'jĩna fxi'jne':"
MAT,15,8,‘Este pueblo dice que me honra pero en sus mentes no hay interés hacia mí.,"Naa nasa' yuweju yu' adxa's yaaki'tha'w jĩçxawa, ũusuh yu' adxa's yaaki'çmeeta'."
MAT,15,9,Su adoración hacia mi es inútil. Lo que enseñan son solo exigencias humanas’ ”.,"Naa kiwete nasaa kaapiya'jniçxá's kxtey yuuna ũsçxa, txã'wẽ Dxus jxkaahni'stha'w kxtey yu' jĩte', kxul yuhna jĩ'k."
MAT,15,10,Entonces Jesús llamó a la multitud y les dijo: “Escuchen y entiendan esto:,Txajũ' nasatx pa'yaçxa na'wẽk we'we Jesusa': —Jiyuya' mwẽese'jwe.
MAT,15,11,"No es lo que entra por la boca lo que los contamina, sino lo que sale de ella”.","Kĩh ũ'wa tutxhteçxáa khẽesa yu', nasatx ewmeesa vxitu'çme', naasáa ũusuh ewmée yaakxnisa yuuçxáak nasatx ewmeesa vxitu'."
MAT,15,12,Entonces los discípulos de Jesús vinieron a él y le dijeron: “Ciertamente te das cuenta de que los fariseos se ofendieron por lo que dijiste”.,"Txajũ' Jesus yakh u'jusawe'sxa' utxaaçxa na'wẽtx we'we: —Idx txã'wẽ we'wete', fxariseowe'sxa' ũusaçxanatx neeyũu jĩte',"
MAT,15,13,"“Toda planta que no haya sembrado mi Padre será arrancada”, respondió Jesús.",Jesus pasçxa': —Kĩh tasxwa adx Tata cielute ũssa uuhnisamée yu'sa' khubeni yuuwa'ja'.
MAT,15,14,"“Olvídense de ellos—ellos son guías ciegos. Si un hombre ciego guía a otro hombre ciego, los dos caerán en una zanja”.","Aça' ũukhnuwe. Txãawe'sxa' yafx ji'phmeesa, yafx ji'phmeesa nwe'sxtxi pe'jna u'jusaçxáata'. Txã'wẽ yafx ji'phmeesa yafx ji'phmeesa nwe'sxtxi pe'jna u'juçxa', e'zíi kafxkhẽ khẽjetxna."
MAT,15,15,"Entonces Pedro dijo: “Por favor, dinos lo que quieres decir con esta ilustración”.","Txã'jĩte', Pedro' Jesusa's na'jĩnak pẽjx: —Ejemplo kaaja'da'jçxa we'weni's ãate mpeeta'sx jĩte',"
MAT,15,16,“¿Aún no lo han entendido?” respondió Jesús.,Jesusa' na'jĩnak we'we: —¿I'kwe'sxwa jiyu'çmeewá'kwe?
MAT,15,17,“¿No ven que todo lo que entra a la boca pasa por el estómago y luego sale del cuerpo como un desperdicio?,"Kĩh ũ'wa tutxhkhẽçxáak u'jwe', sa' txajũ ki' kaseje'k."
MAT,15,18,"Pero lo que sale de la boca viene de la mente, y eso es lo que los contamina.",Nawa ũusuh yaakxnisa yuuçxáak nasa's ewmeesa vxitu'.
MAT,15,19,"Porque lo que sale de la mente son pensamientos malos, asesinatos, adulterio, inmoralidad sexual, hurto, falso testimonio, y blasfemia,","Txãa pa'gatey ũusujk kaseje' ewmée yaakxnisa, nasatx ikh wẽenisa, ptamçxawa vxitesa yakh fxi'zeni, ma'wẽsa yakhwa pkal yuuna fxi'zeni, pesweeni, ĩsxiina ewmée nuywe'weni, Dxusna açewe'weni."
MAT,15,20,y esas son las cosas que los contaminan a ustedes. Comer sin lavarse las manos no los contamina”.,"Txã'wẽ yaakxnisatx nasa's ewmeesa vxitu'. Nawa kusekhẽ yu' kaahmée ũ'nisaçxáa yu', nasatx ewmée vxitu'çme'. Teeçx u'y judiu ji'jmeesa Jesusa's jxpa'gasa (Mr 7.24-30)"
MAT,15,21,Jesús se fue de allí y se dirigió hacia la región de Tiro y Sidón.,Jesusa' txajũ kasehçxa u'kh Tiro vxite' Sidon kiwen.
MAT,15,22,"Una mujer cananea de ese lugar vino gritando: “¡Señor, Hijo de David! ¡Por favor, ten misericordia de mi, pues mi hija sufre grandemente porque está poseída por un demonio!”","Aça' teeçx u'y Kanaanuwe'sx txãa kiwete pa'jçxa u'psa' Jesus tasxte pa'kh pxthaa we'wena: —Davxid ji'j, ũ'kwe's meen peeygãh. Ũ'kwe niisa's eçx iiyamute', iiméh wala pxthaa yuuna ũsa' jĩtewa,"
MAT,15,23,Pero Jesús no respondió en absoluto. Sus discípulos vinieron y le dijeron: “Dile que deje de seguirnos. ¡Sus gritos son muy molestos!”,"Jesusa' ma'wẽçxáa yuhwa pasme'. Aça' Jesus yakh u'jusawe'sxa' Jesusa's we'wetx na'jĩna: —Kwe'sx e'ste kuçx susna yuukahmen yatna mkaah jĩte',"
MAT,15,24,"“Yo fui enviado únicamente a las ovejas perdidas de la casa de Israel”, le dijo Jesús a la mujer.","Jesusa' na'jĩnak pas: —Piisxakuẽ na'wẽ vxituna ũssa Israelwe'sxçxáatxku pakweya' kaah Dxusa' jĩtewa,"
MAT,15,25,"Pero la mujer vino y se arrodilló delante de él, y le dijo: “¡Señor, por favor, ayúdame!”",txãa u'ya' sxuuna' yuumée utxaana kũhçxa txajx tasxte peejxũkwek: —Ũ'kwe's meen pu'çx jĩna.
MAT,15,26,"“No es correcto tomar el alimento de los hijos para dárselo a los perros”, le dijo Jesús.",Aça' Jesusa' na'jĩnak we'we: —Luuçx ũ'wa'ja's kusa'jçxa alkutx ũswa'jme'
MAT,15,27,"“Sí, Señor, pero aun así, a los perros se les deja comer las migajas que caen de la mesa de su amo”, respondió ella.","jĩtewa, txãa u'y pasçxa': —Isa yuh we'we'g. Nawa alku' pejka ũ'we'tx mesa tasxsu pan pe'la ũsxisaçxáatxwa jĩte',"
MAT,15,28,"“Tu confías en mí grandemente”, le respondió Jesús. “¡Tu deseo está concedido!” Y su hija fue sanada de inmediato.","Jesus we'weçxa': —Dxusa' pu'çxyujuna sũhwa'j yuuçxá's i'kwe yaaki', txãa pa'ga i'kwe pẽyni' kxtey yuuna jĩçpkaçxha', txãa dudtey txãa u'y niisa' katxhinik neeyũu. Maazkuẽe ãça'satxwa Jesus nuykatxhini"
MAT,15,29,"Entonces Jesús regresó, pasando por el mar de Galilea. Se fue hacia las montañas cercanas y allí se sentó.",Jesusa' txajũ kasehçxa Galilea ĩkh pukasuk u'j. Sa' thã'j vxiçtek tejka.
MAT,15,30,"Grandes multitudes vinieron a él, trayéndole a aquellos que estaban cojos, ciegos, paralíticos, mudos y también muchos otros que estaban enfermos. Los ponían en el piso, a sus pies, y él los sanaba.","Aça' nasa wala pa'jtx txajx tasxte ãça'satx pe'jçxa, legsa, uyya' ãjasamée, we'weya' ãjasamée, ẽseya' ãjasameetx. Aça' txã'wẽ wala kuh ãça'satx Jesus tasxte nuypa'the', txã' nuykatxhik."
MAT,15,31,"La multitud estaba asombrada ante lo que ocurría: los sordos podían hablar, los paralíticos eran sanados, los cojos podían caminar, y los ciegos podían ver. Y alababan al Dios de Israel.","Txã'wẽ we'weya' ãjasameewa we'weya' ãjatx, aça' ẽseya' ãjasameewa katxhitx, aça' legsawa ew u'jya' ãjatx, naapkaçxha' uyya' ãjasameewa uyya' ãjatx. Aça' nasa' wala kuh yajkxna Israelwe'sx Dxusa's wala weçxatx. Kuatro mil nasatx Jesus sã'jĩni (Mr 8.1-10)"
MAT,15,32,"Entonces Jesús llamó a sus discípulos y les dijo: “Siento pesar por estas personas, porque han estado conmigo por tres días y no tienen nada que comer. No quiero que se vayan con hambre, no sea que se desmayen por el camino”.","Txajũ' Jesusa' txãa yakh u'jusawe'sxtxi pa'yaçxa na'wẽk we'we: —Naa nasa' ayte adx yakh tekh en yã'j ũsta', sa' kĩh yuhwa ũ'wa'j ji'phmeeta', txãa pa'gath peeygãja', sa' puuçmée yu' kaahme'nja. Txã'wẽme' dxi'the u'jya' çxhãçxhameetxna jĩte',"
MAT,15,33,“¿Dónde podríamos encontrar suficiente pan en este desierto para alimentar a semejante multitud tan grande?” respondieron los discípulos.,"na'wẽtx pas: —Nawa ¿kĩhte txakwe wala ũ' uyuukxtha'w nasa txãazkuẽesa ũ'wa'j? Ayte' kim yuhwa u'p kiweme' aça' jĩte',"
MAT,15,34,"“¿Cuántos panes tienen ustedes allí?” preguntó Jesús. “Siete, y unos cuantos peces pequeños”, respondieron ellos.","Jesusa' pẽjxku: —I'kwe'sxa' ¿maz pan ji'phkwe? jĩte', txãawe'sx pasçxa': —Siete pan, wedx kuhmeekuẽçxáa ji'ptha'w jĩnatx pas."
MAT,15,35,Jesús dijo a la multitud que se sentara en el suelo.,"Aça' nasatxi' kiwesu kaçxkaahçxa',"
MAT,15,36,"Entonces tomó los siete panes y los peces, y después de bendecir la comida, la partió en trozos y la dio a los discípulos, y los discípulos la daban a la multitud.","siete pan vxite' wedxtxi jxpa'gana'wa Dxusa's weçxak. Txã'wẽ yũuçxak pe'ltedeçxa txãa yakh u'jusawe'sxtxi ũs, aça' txãawe'sxa' nasatx ũsu'stxi."
MAT,15,37,"Todos comieron hasta que estuvieron saciados, y entonces recogieron las sobras, llenando así siete canastas.","Jxukaysa ũ'çxa txikte', kijxaasa's pkhakhtxi, aça' siete kanastate utak neeyũu."
MAT,15,38,"Cuatro mil hombres comieron de esta comida, sin contar a las mujeres y a los niños.","Ũ'sawe'sxa' kuatro mil ãhtx yu', nawa u'y vxite' luuçx txãawe'sx yuutxi' isaniméek kxaz yu'."
MAT,15,39,"Entonces Jesús despidió a la multitud, subió a la barca, y se fue a la región de Magadán. < 15 >","Txã'wẽ yũuçxa Jesusa' nasatx kaahçxa', txãa yu' barkote khẽeçxa Magdala kiwenku u'j. < 15 >"
MAT,16,1,"Los fariseos y los Saduceos vinieron para probar a Jesús, exigiéndole que les mostrara una señal del cielo.","Fxariseowe'sx vxite' saduceowe'sxwa pa'jçxa', Jesus ewmée yũutewa kpajkxya' sũhçxa pẽjxtxi: —Cieluju kĩhçxáawa mkaavxya'ja'j jĩna."
MAT,16,2,"Jesús les dijo: “Por la noche, ustedes dicen, ‘mañana habrá buen tiempo, porque el cielo se ve rojo,’","Nawa Jesus pasçxa' na'jĩk: —Kusna sek khẽjeçte', kuskusa' sekuuna, ew kusuça' jĩ'i'kwe."
MAT,16,3,"pero por la mañana dicen: ‘habrá mal tiempo hoy, porque el cielo está rojo y nublado’. ¡Ustedes saben predecir el clima por cómo se ve el cielo, pero no son capaces de reconocer las señales de los tiempos!","Sa' kusíi we'weçxa', ãçxha' en ewmée yuuna, tãaphçxáa ũsa' jĩ'i'kwe. Yuwejuçxáa ew we'weçxa', ũuste yu' ewmeeçxáa yaakxsa, en ma'wẽ yũuwa'ja'swa jiyu'i'kwe i'kwe'sxa'. Nawa naa ensu na'wẽ seena'sa vxyaaça' txãa yu'sa' jiyuya' ãja'çmeei'kwe kĩh yũuya' txã'wẽ yũuçtewa."
MAT,16,4,"La gente mala que no confía en Dios es la que espera una señal milagrosa, y a esas personas no se les dará ninguna señal excepto la señal de Jonás”. Y entonces se fue de allí.","Naa nasa ewmeesa' cieluju seena'sa's kaavxya'ja'j jxthãasu'tx. Nawa peena yu' kaavxya'ja'jmeete ewna, naasáa Jonasa' ma'wẽga yuu txã'sçxáana ya'pta'sxina jĩna we'weçxaçxáa nvxihtçxa u'kh. Fxariseowe'sx kaapiya'jni's lewadura yakh kaaja'da'jni (Mr 8.14-21)"
MAT,16,5,"Cuando iban hacia el otro lado del lago, los discípulos olvidaron llevar pan.","Jesus yakh u'jusawe'sxa' ĩkhwala kuten u'jweççxawa, peçxkanaçxa pan yu' jxũmeeta u'j."
MAT,16,6,"“Cuídense de la levadura de los fariseos y los Saduceos”, les dijo Jesús.","Kxtee pa'jçxa', Jesusa' na'wẽk we'we: —Mpa'yajkxwe, fxariseo vxite' saduceowe'sx lewadura ewmeesa's jĩte',"
MAT,16,7,"Los discípulos comenzaron a discutir entre ellos. “Está diciendo eso porque no trajimos pan”, concluyeron.",txãawe'sxa' na'wẽtx puutx paapẽyi': —Pan jxũmeetha'w aça' kxahne' txã'wẽ we'we' jĩ'tx.
MAT,16,8,Pero Jesús sabía lo que ellos estaban diciendo y les dijo: “¡Ustedes confían muy poco en mi! ¿Por qué están discutiendo entre ustedes por no tener pan?,"Txã'wẽ we'weni's Jesus jiyuçxa' na'jĩk: —¿Maa sũhçxakwe pan ji'phmeetha'w jĩna we'wé'? Pan ji'phmeetewa, Dxusa' thẽymée sã'jĩna sũhwa'j yu'sa' ji'phmeewá'kwe."
MAT,16,9,¿Acaso aún no lo han entendido? ¿No recuerdan los cinco panes que alimentaron cinco mil personas? ¿Cuántas canastas sobraron?,Adxa' na'wẽ tahç pan yakhçxáa cinko mil nasatx thẽyméeth sã'jĩ aça' kijxaasa's maz kanasta pkhakhçxawa txã'sa' yaakiçmeewá'kwe.
MAT,16,10,¿Y qué hay de los siete panes que alimentaron a los cuatro mil? ¿Cuántas canastas sobraron?,Vxite ente' txã'wẽy siete pan yakhçxáa kuatro mil nasatx thẽymeeth sã'jĩ aça' kijxaasa's maz kanasta pkhakhçxawa yaakiçmeewá'kwe.
MAT,16,11,¿No se han dado cuenta aún de que yo no hablaba sobre el pan? ¡Cuídense de la levadura de los fariseos y los Saduceos!”,I'kwe'sxa' jiyumeewá'kwe adxa' pana's we'weçxa txã'wẽ mpa'yajkxwe fxariseo vxite' saduceowe'sx lewadura ewmeesa's jĩ'çmeeth.
MAT,16,12,"Entonces se dieron cuenta de que él no les estaba advirtiendo sobre levadura de pan, sino sobre las enseñanzas de los fariseos y los Saduceos.","Txajũ' jiyutx Jesusa' txã'wẽ pante ka'dnisa lewadura's we'wemée, fxariseo vxite' saduceowe'sx kaapiya'jni's we'weçxa txã'jĩni's. Pedro' jiyuk Jesusa' Dxus tasxu yuusaatewa (Mr 8.27-30; Lk 9.18-21)"
MAT,16,13,"Cuando llegó a la región de Cesarea de Filipo, Jesús le preguntó a sus discípulos: “¿Quién dice la gente que es el Hijo del hombre?”","Jxkaahsa Fxilipo vxitni çxhab Cesarea ja'dasu pa'jçxa', Jesusa' na'jĩnak pẽjx txãa yakh u'jusawe'sxtxi: —Dxus Nçxi'k Nasa Yuusa's ¿kimna jĩnata we'we' nasa'? jĩte',"
MAT,16,14,"“Algunos dicen que Juan el Bautista, otros dicen que Elías, y otros dicen que Jeremías o uno de los otros profetas”, respondieron ellos.","na'wẽtx pta'sx: —Maaíi yu' Juan Bautistana jĩ'tx. Vxite we'wesa' Eliasna jĩ'tx. Aça' vxite we'wesa' Jeremiasna meeçxa' vxite kasehne' Dxus yuwe pta'sxsa jĩ'tx jĩna pta'sxte',"
MAT,16,15,“¿Y ustedes?” preguntó él. “¿Quién dicen ustedes que soy yo?”,"Jesus pẽjxçxa': —I'kwe'sxa' ¿kimna jĩ'kwe? jĩte',"
MAT,16,16,"“Tú eres el Mesías, el Hijo del Dios viviente”, respondió Simón Pedro.","Simon Pedro' na'wẽk pas: —Idxa' Dxus ĩtxisa Nçxi'kgu, txajx tasxu yuusa jĩte',"
MAT,16,17,"“Verdaderamente eres bendito, Simón hijo de Juan”, le dijo Jesús. “Porque esto no te fue revelado por carne ni sangre humana, sino por mi Padre que está en el cielo.","Jesusa' pasku na'jĩna: —Jonas nçxi'k Simon, idx yakha' wala weçxa yuja'. Idxa's naa kiwete piçthẽ'j kaajiyu'jmeeta'. Adx Tata cielute ũssa yuuk kaajiyu'j adxa' Dxus ĩtxisa Nçxi'ktewa."
MAT,16,18,"También te digo que tú eres Pedro, y sobre esta roca edificaré mi iglesia, y los poderes de la muerte no la destruirán.",Idxa' Pedro yaaseg aça' idxwa ma'wẽga adxa's ew jiyu txã'wẽy maawa ew jiyuwa'ja's idx yakh nvxiitu'nja. Aça' txã'wẽ ew jiyunijũ' eçxthẽ'j yuhwa knaymeena Dxus luuçxtxi'.
MAT,16,19,"Te daré las llaves del reino de los cielos, y todo lo que prohíbas en la tierra, será prohibido en los cielos; y todo lo que permitas en la tierra, será permitido en los cielos”.","Dxus jxkaahna ũsnite pa'jwa'j dxi'ja's phadewa'ja's idxa's ũsu'nja, aça' idxa' maatxwa we'weçxa': Pkaltxi' Dxusa' peltunaĩna jĩte', peltunãyni yũutxna. Nawa peltunaĩmeena jĩte', peltunãynimée neeyũutxna jĩk."
MAT,16,20,Entonces le advirtió a sus discípulos de no decirle a nadie que él era el Mesías.,"Txajũ' Pedrowe'sxtxi neewe'wek, Jesusa' Dxus tasxu yuusa yuh yu'ga jĩna maa yuhtxwa pta'sxkahmén. Jesusa' txajx uuwa'ja's pta'sxni (Mr 8.31–9.1; Lk 9.22-27)"
MAT,16,21,"A partir de entonces Jesús comenzó a explicarle a sus discípulos que él tendría que ir a Jerusalén, y que sufriría terriblemente en manos de los ancianos, de los jefes de los sacerdotes y de los maestros religiosos, y que lo matarían, pero que él se levantaría otra vez al tercer día.","Txãa entek Jesusa' nyafxçxah pta'sx txãa yakh u'jusawe'sxtxi na'jĩna: —Jerusalenna u'jwa'j ji'pthu. Kxteea' wala pkxuuni yu'nja judiu nthẽ'jsawe'sx vxite' sacerdote npiiçthẽ'jwe'sx vxite' Dxus leya's kaapiya'jsa txãawe'sx kusete. Txãawe'sxa' ikhetxna, nawa tekh ente' ki' ĩtxi yu'nja jĩna pta'sxte',"
MAT,16,22,"Pedro llevó a Jesús con él aparte y comenzó a decirle que no era bueno que hablara así. “¡Dios no permita, Señor, que algo así llegue a ocurrirte!” le dijo.","Pedro' Jesusa's fxiite pe'jna u'jçxa na'wẽk yu'kxpeh: —Idxa's txã'wẽ yũuwa'j yu'sa' Dxusa' jxthãasmeewaça', ewna jĩte',"
MAT,16,23,"Jesús se volvió hacia Pedro y le dijo: “¡Aléjate de mi, Satanás! ¡Eres una trampa para hacerme tropezar, porque estás pensando humanamente, y no como Dios piensa!”","Jesusa' yu'thegçxa na'wẽk we'we Pedro's: —Eçxthẽ'j, adx tasxuh mtxutée. Idxa' suw wẽenaçxáa ũsgu. Dxus jxthãasni yu'sa' kxtey yuumée, naa kiwega nasaa yaakxniçxá'sgu kxtey yuu wẽje'."
MAT,16,24,"Entonces Jesús le dijo a sus discípulos: “El que quiera seguirme, debe negarse a sí mismo, tomar su cruz y seguirme.","Txajũ' Jesusa' txãa yakh u'jusawe'sxtxi ki' we'wek: —Maawa adx yakh yuu wẽeçxa', peekx kakwe jxthãasni's kĩhnawa jxuka nvxihtçxa yuuçxáa adx yakh yujxa' ãjane'kwe, makwe pxthaa yuuwa'j seena'sa ma'k yuu nawa txã'sa' ũukhmée."
MAT,16,25,"Porque el que quiera salvar su vida, la perderá, y el que pierda la vida por mi causa, la ganará.","Txã'wẽme', naa kiwete peekx ĩtxi fxi'zewa'jçxá's ya'nwe'wesa', Dxus yakh fxi'zewa'j yu'sa' ivxiituna. Nawa adx yakh fxi'zepa'gaçxáa naa kiwete ĩtxi fxi'zeni's yajkxmée ivxiitusa', Dxus yakh fxi'zewa'j yu'sa' ivxiitumeena."
MAT,16,26,¿Qué beneficio tiene ganar el mundo entero y perder la vida? ¿Qué darán ustedes a cambio de su vida?,"Makwe naa kiwetewe'sx yu'sa' jxuka knayçxawa peekx ũus yu's ivxiitute', ¿kĩhteçxá' selpiima'k? Peekx ũusa's ivxiituyã'the', ¿kimçxa' nwe'wema'k?"
MAT,16,27,"Porque el Hijo del hombre vendrá en la gloria de su Padre, junto con sus ángeles. Entonces le dará a cada uno lo que merece conforme a lo que haya hecho.","Jxpa'yakxmeete', Dxus Nçxi'k Nasa Yuusa' ki' kĩijana Ney eena' kweethni pxãhte txajx angeleswe'sx yakh, aça' ma'wẽçxah yũusaaçxawa teeçxsa na'wẽçxah jxpa'gatxna."
MAT,16,28,Les digo la verdad: hay algunos aquí que no morirán antes de que vean al Hijo del hombre venir en su reino”. < 16 >,"Isath we'we', ayte ũssa maaíi yu' nee uumey uyuune'kwe txã'wẽ Dxus Nçxi'k Nasa Yuusa' jxkaajxa' pa'jni's jĩnak pta'sx. < 16 >"
MAT,17,1,"Seis días después Jesús llevó consigo a Pedro, a Santiago, y a su hermano Juan hacia una montaña alta para estar solos allí.","Seis en skhẽwniite', Jesusa' pe'jna u'kh Pedro vxite' pxakhsa Jakobo Juan txãawe'sxtxi teeçx vxiç walate."
MAT,17,2,Entonces Jesús se transformó frente a ellos. Su rostro brillaba como el sol. Sus vestiduras se volvieron blancas como la luz.,"Sa' kxtee pa'jçxa', txãawe'sx dxi'pte Jesusa' wala zhiçxkwe yu'pthehçxak vxyaa. Txajx dxi'pa' sek na'wẽk eena' khi'khi', aça' txajx athni ropa' seena' zhiçxkwe çxihme yuuk."
MAT,17,3,"De repente, aparecieron Moisés y Elías delante de ellos, y estos dos estaban hablando con Jesús.",Naapkaçxha' Moises vxite' Elias txãawe'sxa' Jesus yakh puutx we'wenatx vxyaa.
MAT,17,4,"Pedro los interrumpió diciéndole a Jesús: “Señor, qué bien se siente estar aquí. Si tú quieres haré tres enramadas—una para ti, una para Moisés, y una para Elías”.","Txã'wẽ uyçxa', Jesusna na'wẽk we'we Pedro': —Ayte' kwe'sx ũswa'j wala ewa'. Aça' idx ewna jĩte', tekh wa'kuẽ txaja'nja'w, vxite' iidx jĩi vxite' Moises jĩi vxite' Elias jĩi."
MAT,17,5,"Mientras Pedro aún hablaba, una nube brillante los cubrió. Entonces se escuchó una voz que salía desde la nube, que decía: “Este es mi hijo a quien amo, el cual me complace. Escúchenlo”.","Txã'jĩna Pedro' we'wena ũsiyna, tãaph seena' zhiçxkwe çxihmesa kũhçxa aphku. Aça' txãa tãaphte na'jĩnak we'weni pthũuse: —Na' adx Nçxi'k wala wedxnisa', txãa pa'ga wala weçxana ũsthu. Txã'sa' nwẽese'jna kxtey myuuwe jĩni's"
MAT,17,6,"Cuando oyeron esto, los discípulos cayeron sobre sus rostros, completamente aterrorizados.","Pedrowe'sxa' wẽse'jçxa', wala ũukhçxa kiwega pkipha wetetx."
MAT,17,7,"Jesús se acercó a ellos y los tocó. “Levántense”, les dijo. “No tengan miedo”.","Aça' Jesusa' txãawe'sxtxi jxa'dxçxa na'wẽk we'we: —Ũukhmée mkiitewe jĩte',"
MAT,17,8,"Cuando levantaron la vista, no vieron a nadie más allí, excepto a Jesús.","kiiteçxa' Moiseswe'sxtxi' uymeeyã'tha', naasáa Jesusçxáa yã'kh ũs yu'."
MAT,17,9,"Cuando descendieron de la montaña, Jesús les dio instrucciones precisas: “No le digan a nadie lo que vieron hasta que el Hijo del hombre se haya levantado de entre los muertos”, les dijo.","Txajũ' thã'ju sa'jna u'jweççxa', Jesusa' na'jĩnak jxkaah: —Kim yuhtxwa pta'sxmeene'kwe txã'wẽ uyni's, Dxus Nçxi'k Nasa Yuusáa uuçxawa ki' ĩtxi yuupkaçx jĩte',"
MAT,17,10,"“¿Por qué, entonces, los maestros religiosos dicen que Elías debe venir primero?” preguntaron sus discípulos.","Pedrowe'sxa' Jesusna na'wẽtx pẽjx: —Dxus leya's kaapiya'jsawe'sx pta'sxçxa', Elias khuẽ'y yaçte pa'jana jĩ'tx, sa' ¿ma'wẽ yuuwa'jsakx açki'tx txã'jĩ'? jĩte',"
