"id","initial","page","headword","part_of_speech","gloss","authority","audio_url","source_url"
"3191","t","4","tyity pusu","sustantivo","el pozo de barro (para hacer teja)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3192","t","4","tyity wala","sustantivo","el pantano, ciénaga","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3193","t","4","tyi’fy","sustantivo","el búho, la lechuza (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3194","t","4","tyiityi’j-","verb transitive","hacer barro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3195","t","4","tyjã’","sustantivo","el col, repollo (planta comestible)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3196","t","4","tyjẽ’en","sustantivo","el viernes","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3197","t","4","tyjicj","sustantivo","la garganta, cuello","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3198","t","4","tyjicj dyi’yj","sustantivo","hueso de la nuca","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3199","t","4","tyjicj lul","sustantivo","nuez de la garganta","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3200","t","4","tyjicj shbimby","sustantivo","nuca","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3201","t","4","tyjicj watse","sustantivo","vena de la nuca","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3202","t","4","tyjityij-, tyjityiji-","verb transitive","escoger","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3203","t","4","tyjityjni","past participle","escogido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3204","t","4","tyjityjnisa","sustantivo","algo que ha sido escogido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3205","t","4","tyjĩ’te","sustantivo","el arrayán (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3206","t","4","tymi","sustantivo","la tusa de maíz","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3207","t","4","tyuj","sustantivo","el gorrion","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3208","t","4","tyujnde-, tyunde-","verb transitive","separar, repartir, dividir, apartar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_855dividir.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3209","t","4","tyundende-","verb transitive","repartir, distribuir (varias cosas, o a varias personas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3210","t","4","tyute-, tyutẽe-","verb intransitive","separarse, alejarse, apartarse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3211","t","4","tyute’te-","verb intransitive","separarse (varias cosas, o varias personas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3212","t","4","tyu’ndende-","verb transitive","repartir (varias cosas entre varias personas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3213","t","4","tyu’tende-","verb transitive","repartir","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_484repartir.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3214","t","4","tywes-, tywesu- (cywes-)","verb transitive","mostrar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3215","t","4","tywete-, tyewetée-","verb transitive","soltar, desatar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3216","t","4","tyweteni","past participle","suelto","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_906suelto.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3217","t","4","tywey-, tyweyúu- (cywey-)","verb transitive","vender","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_670vender.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3218","t","4","tyweyní","past participle","vendido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3219","t","4","tyweysá","sustantivo","que vende","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3220","t","4","tywe’we-","verb transitive","persuadir, hablar con cariño","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=4&lang=es"
"3221","t","2","tsall-, tsalli-","verb intransitive","aclarar, volverse claro (líquido)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3222","t","2","tsalli’ll","sustantivo","el gavilán (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3223","t","2","tsam","sustantivo","el metal, hierro","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_908metal.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3224","t","2","tsam tutsa","sustantivo","herrero","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3225","t","2","tsam wes","sustantivo","alambre","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_909alambre.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3226","t","2","tsejc","adjetivo","limpio, aseado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3227","t","2","tsejctsejc","adjetivo","color claro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3228","t","2","tsep","adjetivo","planchudo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3229","t","2","tsep-, tsepúu-","verb transitive","aplastar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3230","t","2","tse’-, tse’e-","verb transitive","robar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_614robar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3231","t","2","tsẽy","adjetivo","azul, verde","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3234","t","2","tsẽytsẽy chijme","adjetivo","azul claro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3235","t","2","tsinz","sustantivo","la espalda","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3236","t","2","tsinz dyi’tj","sustantivo","espina dorsal","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3237","t","2","tsinz zec","sustantivo","columna vertebral","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3238","t","2","tsiun","sustantivo","zarzamora (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3239","t","2","tsja’ya-","verb intransitive","extender los brazos","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3240","t","2","tsjende-","verb transitive","atar palos verticales","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3241","t","2","tsjende cuvy","sustantivo","la flauta (de carrizos verticales)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3242","t","2","tsjende upj","sustantivo","cerca hecha de palos verticales","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3243","t","2","tsjĩtsj","sustantivo","la paja","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_910paja.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3244","t","2","tsjĩtsj menz","sustantivo","cabo de la paja","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3245","t","2","tsjĩtsj yat","sustantivo","choza, con techo de paja","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3246","t","2","tsjĩtsj um-","verb transitive","empajar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3247","t","2","tsjũtsj","sustantivo","la espina, zarza","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3248","t","2","tsñiñi-","verb intransitive","sonar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3249","t","2","tspund-, tspundúu-","verb transitive","torcer","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3250","t","2","tsucj (tsũcj T)","sustantivo","la cabeza","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3251","t","2","tsund","sustantivo","la gotera","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_911gotera.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3252","t","2","tsund-, tsundúu-","verb intransitive","gotear","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_912gotear.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3253","t","2","tsunde","sustantivo","la circuela silvestre (fruta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3254","t","2","tsunde tash","sustantivo","ciruelo (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3255","t","2","tsundefy","sustantivo","el martingalvis (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3256","t","2","tsunz","sustantivo","el sapo pequeño","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3257","t","2","tsut","sustantivo","el choclo, mazorca de maíz tierno","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3258","t","2","tsut ej","sustantivo","roza de choclo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3259","t","2","tsut pullu","sustantivo","tamal de choclo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3260","t","2","tsut-, tsutu-","verb intransitive","darse, producirse (plantas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3261","t","2","tsute","sustantivo","el encenillo (árbol, usado para leña)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3262","t","2","tsute wala","sustantivo","la muela del juicio","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3263","t","2","tsute yu’","sustantivo","zumo de la hoja de encenillo (medicinal)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3264","t","2","tsuvy-, tsuvíi-","verb intransitive","columpiar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3265","t","2","tsu’vy","sustantivo","hinchazón","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3266","t","2","tsu’vy, tsu’vi- (tsũ’vy-)","verb intransitive","hincharse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3267","t","2","tsu’vy wee","sustantivo","la hidropesía","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3268","t","2","tsũvy","sustantivo","el dormilón (ave nocturna)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3269","t","2","tsũ’ta","sustantivo","la trenza de cabello o de cabuya","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3270","t","2","tsũ’ta’j-, tsũ’ta’ja-","verb transitive","trenzar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3271","t","2","tswend-, tswendúu-","verb transitive","torcer, retorcer","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3272","t","2","tswendu’ndu-","verb transitive","retorcer, menear la cabeza (en señal de disgusto)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3279","t","3","tumb ucje","sustantivo","red (para atrapar pájaros)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=3&lang=es"
"3280","t","2","tsam ucje","sustantivo","malla de alambre","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3281","w","2","wendy ucje","sustantivo","atarraya","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=w&page=2&lang=es"
"3335","b","1","bats upj","sustantivo","cerca de cabuya","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_952cercadecabuya.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=b&page=1&lang=es"
"3336","f","1","fychacha upj","sustantivo","cerca de lechero","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_953cercadelechero.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"3337","p","3","pel upj","sustantivo","cerca de carrizo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_954cercadecarrizo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=p&page=3&lang=es"
"3338","t","2","tsam upj","sustantivo","cerca de alambre","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_955cercadealambre.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3339","t","2","tsjende upj","sustantivo","cerca de palos verticales","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=t&page=2&lang=es"
"3448","j","1","jwee ũ’nacje","adverbio","más antes","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_158masantes.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=j&page=1&lang=es"
"3459","s","1","scuutyj ũ’we","sustantivo","harina de trigo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_342harinadetrigo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"3484","v","1","vicysa","sustantivo","cazador","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_620cazador.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3485","v","1","vichacue","sustantivo","el pájaro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3486","v","1","vichacue cjas","sustantivo","pluma (de pájaro)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_057pluma.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3487","v","1","vichacue vyllill","sustantivo","garra, uña (de pájaro)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3488","v","1","vichacue yat","sustantivo","nido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3489","v","1","vijcy- viqui-","verb transitive","1. cazar animales; 2. ladrar","Hablante: Gerdel and Slocum, 1983.","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_060cazar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3490","v","1","vijcha","sustantivo","pájaro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3491","v","1","vijya-, viya-","verb transitive","indicar, señalar (con el dedo)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3492","v","1","villa","sustantivo","la hebilla (del cinturón)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3493","v","1","viquiiqui-","verb transitive","ladrar (repetidas veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3494","v","1","vis-, visu-","verb transitive","1. desyerbar, limpiar maleza; 2. juguetear","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_926limpiarmaleza.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3495","v","1","visitaĩ-","verb transitive","visitar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3496","v","1","visu’s-","verb transitive","juguetear (repetidas veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3497","v","1","vit-, vitu-","verb transitive","1. hacer; 2. designar; 3. redimir","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_621hacer.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3498","v","1","vite","adjetivo","otro","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_1019otro.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3499","v","1","vite jĩi","adjetivo","ajeno","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3500","v","1","vite quiwejuwe’sh","sustantivo","el extranjero, forastero","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3501","v","1","vite’","conjunción","y","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_978y.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3502","v","1","vitni","past participle","hecho","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_622hecho.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3503","v","1","vit-sa","sustantivo","el que hace","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_623elquehace.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3504","v","1","vitu-","verb intransitive","perderse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3505","v","1","vitu’tu-","verb intransitive","corcovear","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3506","v","1","vitvite","sustantivo","uno tras otro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3507","v","1","vity","sustantivo","la puerta","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_927puerta.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3508","v","1","vitywe’sh","sustantivo","ser sobrenatural","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_247sersobrenatural.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3509","v","1","vits","sustantivo","la punta, cumbre","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3510","v","1","vitssu","sustantivo","serranía","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3511","v","1","vits wala","sustantivo","montaña","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3512","v","1","viina’","adverbio","callado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3513","v","1","viits-, viitsu-","verb intransitive","echar espigas (maíz), salir la espiga","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3514","v","1","vyandu-","verb transitive","blandir (bastón)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3515","v","1","vyandu’ndu-","verb transitive","1. blandir (repetidas veces); 2. recoger con cuchara)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3516","v","1","vyaa-","verb intransitive","aparecer, estar presente","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_624aparecer.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3517","v","1","vyaasa","adjetivo","visible","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3518","v","1","vyaasamée","adjetivo","invisible","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3519","v","1","vyllill","sustantivo","1. uña (de persona); 2. dedo (medida, anchura de un dedo); 3. garra (de ave); 4. casco (de caballo); 5. pezuña (de animal)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3520","v","1","vyllill-, vyllillíi-","verb transitive","escarbar (con uña)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3521","v","1","vyu","sustantivo","el dinero, la plata, moneda","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3522","v","1","vyuu chijme","sustantivo","plata (metal)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3523","v","1","vyuu ets","sustantivo","billete","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_928billete.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3524","v","1","vyuu mush","sustantivo","moneda fraccionaria","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3525","v","1","vyuu bej","noun, adjective","el oro (metal)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_929oro.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3526","b","1","byuu bee altal","sustantivo","altar dorado","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_248altardorado.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=b&page=1&lang=es"
"3527","v","1","vyuutyjã’","sustantivo","chulco (planta medicinal)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=v&page=1&lang=es"
"3528","w","1","waca-","verb transitive","1. cosechar, segar, cortar; 2. esquilar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=w&page=1&lang=es"
